No.	Accession	Taxon name
2419	GCA_000966195.1	Domibacillus robiginosus
2420	GCA_000967195.1	Lactobacillus kullabergensis
2421	GCA_000967245.1	Lactobacillus mellis
2422	GCA_000967545.1	Vibrio galatheae
2423	GCA_000967915.1	Acholeplasma brassicae
2424	GCA_000968055.1	Acholeplasma palmae
2425	GCA_000968195.1	Xenorhabdus doucetiae
2426	GCA_000968375.1	Clostridium scatologenes
2427	GCA_000968535.1	Methylotuvimicrobium alcaliphilum
2428	GCA_000969415.1	Devosia geojensis
2429	GCA_000969445.1	Devosia chinhatensis
2430	GCA_000969705.1	Nitriliruptor alkaliphilus
2431	GCA_000969765.1	Mycoplasmopsis synoviae
2432	GCA_000969825.1	Parabacteroides gordonii
2433	GCA_000969835.1	Parabacteroides goldsteinii
2434	GCA_000970455.1	Devosia soli
2435	GCA_000970465.2	Devosia insulae
2436	GCA_000970675.1	Domibacillus tundrae
2437	GCA_000970685.1	Domibacillus indicus
2438	GCA_000970755.1	Lactobacillus kimbladii
2439	GCA_000970775.1	Lactobacillus melliventris
2440	GCA_000970855.1	Lactobacillus helsingborgensis
2441	GCA_000971115.1	Demequina gelatinilytica
2442	GCA_000971135.1	Demequina phytophila
2443	GCA_000971155.1	Demequina maris
2444	GCA_000971175.1	Demequina pelophila
2445	GCA_000971195.1	Demequina soli
2446	GCA_000971215.1	Demequina silvatica
2447	GCA_000971235.1	Demequina subtropica
2448	GCA_000971255.1	Demequina rhizosphaerae
2449	GCA_000971285.1	Devosia subaequoris
2450	GCA_000971295.1	Devosia epidermidihirudinis
2451	GCA_000971335.1	Chromobacterium vaccinii
2452	GCA_000971395.1	Demequina iriomotensis
2453	GCA_000971965.1	Paenibacillus wulumuqiensis
2454	GCA_000972785.3	Pandoraea oxalativorans
2455	GCA_000973085.1	Leptotrichia amnionii
2456	GCA_000973105.1	Zobellia galactanivorans
2457	GCA_000973625.1	Polynucleobacter duraquae
2458	GCA_000973725.1	Pontibacter korlensis
2459	GCA_000974425.1	Spirosoma radiotolerans
2460	GCA_000974445.1	Lentzea aerocolonigenes
2461	GCA_000974765.1	Sphingomonas changbaiensis
2462	GCA_000974785.1	Flavihumibacter petaseus
2463	GCA_000974805.1	Demequina salsinemoris
2464	GCA_000975035.1	Demequina flava
2465	GCA_000975055.1	Demequina sediminicola
2466	GCA_000975075.1	Demequina lutea
2467	GCA_000975095.1	Demequina aestuarii
2468	GCA_000975115.1	Demequina oxidasica
2469	GCA_000975135.1	Demequina aurantiaca
2470	GCA_000975155.1	Demequina globuliformis
2471	GCA_000975265.1	Mycobacterium lepromatosis
2472	GCA_000978555.1	Thermotoga maritima
2473	GCA_000980815.1	Corynebacterium camporealensis
2474	GCA_000980835.1	Corynebacterium kutscheri
2475	GCA_000981225.1	Allosalinactinospora lopnorensis
2476	GCA_000981585.1	Paenibacillus riograndensis
2477	GCA_000981765.1	Kangiella geojedonensis
2478	GCA_000981895.1	Streptomyces odonnellii
2479	GCA_000982415.1	Kiloniella litopenaei
2480	GCA_000982825.1	Cronobacter sakazakii
2481	GCA_000983115.1	Syntrophomonas zehnderi
2482	GCA_000986785.1	Bacillus campisalis
2483	GCA_000986795.1	Salinicoccus sediminis
2484	GCA_000987775.1	Arsukibacterium ikkaensis
2485	GCA_000987835.1	Sulfurovum lithotrophicum
2486	GCA_000993785.2	Streptomyces xiamenensis
2487	GCA_001005085.2	Streptomyces humi
2488	GCA_001005215.1	Lampropedia cohaerens
2489	GCA_001005295.1	Streptomyces yangpuensis
2490	GCA_001005305.1	Kordia zhangzhouensis
2491	GCA_001005315.1	Kordia jejudonensis
2492	GCA_001005725.1	Sphingobium chungbukense
2493	GCA_001006005.1	Serratia fonticola
2494	GCA_001006765.1	Staphylococcus succinus subsp. succinus
2495	GCA_001006805.1	Microvirga massiliensis
2496	GCA_001007875.1	Sedimenticola thiotaurini
2497	GCA_001007935.1	Nitrosomonas communis
2498	GCA_001007995.1	Deinococcus soli
2499	GCA_001008135.1	Streptomyces stelliscabiei
2500	GCA_001008165.2	Altererythrobacter atlanticus
2501	GCA_001010285.1	Photorhabdus thracensis
2502	GCA_001010355.1	Dyella japonica
2503	GCA_001010945.1	Erythrobacter luteus
2504	GCA_001012775.1	Brevibacillus formosus
2505	GCA_001012815.1	Vibrio mexicanus
2506	GCA_001012825.2	Paenibacillus etheri
2507	GCA_001013475.1	Xanthomonas arboricola
2508	GCA_001013905.1	Streptomyces leeuwenhoekii
2509	GCA_001015055.1	Aneurinibacillus tyrosinisolvens
2510	GCA_001017175.1	Microvirga vignae
2511	GCA_001017775.3	Pandoraea thiooxydans
2512	GCA_001020205.1	Clostridium sporogenes
2513	GCA_001020565.1	Maribacter thermophilus
2514	GCA_001020985.1	Corynebacterium mustelae
2515	GCA_001021025.1	Corynebacterium epidermidicanis
2516	GCA_001021045.1	Corynebacterium testudinoris
2517	GCA_001021065.1	Corynebacterium uterequi
2518	GCA_001021555.1	Erythrobacter marinus
2519	GCA_001021975.1	Chryseobacterium gallinarum
2520	GCA_001025135.1	Bifidobacterium bifidum
2521	GCA_001025155.1	Bifidobacterium angulatum
2522	GCA_001025175.1	Bifidobacterium breve
2523	GCA_001025195.1	Bifidobacterium catenulatum subsp. catenulatum
2524	GCA_001025215.1	Bifidobacterium pseudocatenulatum
2525	GCA_001026905.1	Kiloniella spongiae
2526	GCA_001027025.1	Kosmotoga pacifica
2527	GCA_001027105.1	Staphylococcus aureus subsp. aureus
2528	GCA_001027865.1	Neisseria arctica
2529	GCA_001028025.1	Faecalicatena fissicatena
2530	GCA_001028625.1	Altererythrobacter marensis
2531	GCA_001028665.1	Burkholderia pyrrocinia
2532	GCA_001028705.1	Croceicoccus naphthovorans
2533	GCA_001029105.3	Pandoraea faecigallinarum
2534	GCA_001029245.1	Spiroplasma atrichopogonis
2535	GCA_001029265.1	Spiroplasma eriocheiris
2536	GCA_001029285.1	Desulfosporosinus acididurans
2537	GCA_001029435.1	Photobacterium aphoticum
2538	GCA_001029445.1	Photobacterium aquae
2539	GCA_001029505.1	Rubrobacter aplysinae
2540	GCA_001038425.2	Ornithinibacillus contaminans
2541	GCA_001038485.1	Ornithinibacillus californiensis
2542	GCA_001038625.1	Clostridium carboxidivorans
2543	GCA_001039045.1	Lactobacillus herbarum
2544	GCA_001040945.1	Herbaspirillum seropedicae
2545	GCA_001042475.2	Bacillus glycinifermentans
2546	GCA_001042485.2	Bacillus paralicheniformis
2547	GCA_001042595.1	Bifidobacterium dentium
2548	GCA_001042615.1	Bifidobacterium catenulatum subsp. kashiwanohense
2549	GCA_001042635.1	Bifidobacterium scardovii
2550	GCA_001042655.1	Gardnerella vaginalis
2551	GCA_001042675.1	Parascardovia denticolens
2552	GCA_001042695.1	Scardovia inopinata
2553	GCA_001042715.1	Clostridium aceticum
2554	GCA_001043005.1	Pseudomonas psychrophila
2555	GCA_001043025.1	Pseudomonas helleri
2556	GCA_001043055.1	Pseudomonas weihenstephanensis
2557	GCA_001043175.1	Marinobacter psychrophilus
2558	GCA_001043915.1	Methylobacterium aquaticum
2559	GCA_001043955.1	Methylobacterium tarhaniae
2560	GCA_001043975.1	Methylobacterium variabile
2561	GCA_001044235.1	Mycolicibacterium chlorophenolicum
2562	GCA_001044245.1	Mycolicibacterium obuense
2563	GCA_001045435.1	Chryseobacterium koreense
2564	GCA_001045465.1	Chryseobacterium angstadtii
2565	GCA_001045685.1	Pseudomonas aeruginosa
2566	GCA_001046635.1	Novosphingobium barchaimii
2567	GCA_001046655.1	Sphingobium baderi
2568	GCA_001046855.1	Tetrasphaera japonica
2569	GCA_001046875.1	Tetrasphaera jenkinsii
2570	GCA_001046895.1	Pseudarthrobacter siccitolerans
2571	GCA_001047075.2	Fructobacillus ficulneus
2572	GCA_001047375.1	Clostridium cylindrosporum
2573	GCA_001047675.1	Yersinia aleksiciae
2574	GCA_001047695.1	Leuconostoc mesenteroides subsp. dextranicum
2575	GCA_001048535.1	Vibrio crassostreae
2576	GCA_001048675.1	Vibrio diabolicus
2577	GCA_001049355.1	Mycolicibacterium aurum
2578	GCA_001049755.1	Brachyspira suanatina
2579	GCA_001050015.1	Mycolicibacterium malmesburyense
2580	GCA_001050035.1	Mycobacterium komanii
2581	GCA_001050075.1	Mycolicibacterium fortuitum subsp. fortuitum
2582	GCA_001050095.1	Enterococcus massiliensis
2583	GCA_001050115.1	Bacillus smithii
2584	GCA_001050135.1	Cyclobacterium amurskyense
2585	GCA_001050475.1	Lactobacillus ginsenosidimutans
2586	GCA_001050515.1	Erwinia piriflorinigrans
2587	GCA_001051325.1	Rickettsia aeschlimannii
2588	GCA_001051995.2	Thauera humireducens
2589	GCA_001053185.1	Mycobacterium bohemicum
2590	GCA_001077815.2	Erythrobacter atlanticus
2591	GCA_001078375.1	Veillonella tobetsuensis
2592	GCA_001083805.1	Photorhabdus luminescens
2593	GCA_001112925.1	Yersinia nurmii
2594	GCA_001182045.1	Dakarella massiliensis
2595	GCA_001182285.1	Burkholderia pseudomallei
2596	GCA_001182745.2	Nocardia farcinica
2597	GCA_001182895.1	Frateuria defendens
2598	GCA_001183605.1	Lysinibacillus xylanilyticus
2599	GCA_001183985.1	Bacillus loiseleuriae
2600	GCA_001186155.3	Planococcus versutus
2601	GCA_001186365.1	Gordonia jacobaea
2602	GCA_001187595.1	Anoxybacillus gonensis
2603	GCA_001187725.1	Brevibacillus reuszeri
2604	GCA_001187785.1	Wenzhouxiangella marina
2605	GCA_001187845.1	Octadecabacter temperatus
2606	GCA_001188955.3	Kitasatospora aureofaciens
2607	GCA_001189235.2	Bradyrhizobium embrapense
2608	GCA_001189245.1	Bradyrhizobium pachyrhizi
2609	GCA_001189495.1	Eubacterium sulci
2610	GCA_001189575.1	Virgibacillus pantothenticus
2611	GCA_001189845.1	Bradyrhizobium tropiciagri
2612	GCA_001189915.1	Herbaspirillum autotrophicum
2613	GCA_001189965.1	Herbaspirillum rhizosphaerae
2614	GCA_001190745.1	Campylobacter gracilis
2615	GCA_001190945.1	Luteipulveratus mongoliensis
2616	GCA_001202025.1	Pseudorhodobacter aquimaris
2617	GCA_001202035.1	Pseudorhodobacter wandonensis
2618	GCA_001238275.1	Bradyrhizobium viridifuturi
2619	GCA_001243045.1	Clostridium niameyense
2620	GCA_001243895.1	Bacillus testis
2621	GCA_001244635.1	Yersinia pekkanenii
2622	GCA_001244995.1	Intestinimonas massiliensis
2623	GCA_001245615.1	Mycolicibacterium neworleansense
2624	GCA_001247745.1	Luteipulveratus halotolerans
2625	GCA_001262015.1	Prevotella fusca
2626	GCA_001262715.1	Spiroplasma turonicum
2627	GCA_001263205.1	Labilithrix luteola
2628	GCA_001263355.1	Acetobacterium bakii
2629	GCA_001263395.1	Bifidobacterium actinocoloniiforme
2630	GCA_001263795.1	Clostridium homopropionicum
2631	GCA_001267155.1	Spiroplasma litorale
2632	GCA_001267405.1	Moorella thermoacetica
2633	GCA_001267535.1	Erwinia iniecta
2634	GCA_001267885.1	Streptomyces ambofaciens
2635	GCA_001267925.1	Herbaspirillum hiltneri
2636	GCA_001267955.1	Roseivirga seohaensis subsp. aquiponti
2637	GCA_001270025.1	Streptomyces azureus
2638	GCA_001270065.1	Limnohabitans planktonicus
2639	GCA_001270575.1	Streptomyces decoyicus
2640	GCA_001270745.1	Jiangella muralis
2641	GCA_001270965.1	Sunxiuqinia dokdonensis
2642	GCA_001273755.1	Bacillus butanolivorans
2643	GCA_001273775.1	Nitrospira moscoviensis
2644	GCA_001273835.1	Leucobacter celer subsp. astrifaciens
2645	GCA_001273845.1	Leucobacter musarum subsp. musarum
2646	GCA_001273855.1	Leucobacter japonicus
2647	GCA_001274715.1	Aneurinibacillus migulanus
2648	GCA_001274775.1	Bacillus marisflavi
2649	GCA_001274785.1	Vibrio xuii
2650	GCA_001274805.1	Vibrio nereis
2651	GCA_001274855.1	Vibrio hepatarius
2652	GCA_001274895.1	Corynebacterium lactis
2653	GCA_001274915.1	Bacillus okuhidensis
2654	GCA_001274935.1	Bacillus koreensis
2655	GCA_001275135.1	Prevotella rara
2656	GCA_001276985.1	Clostridium botulinum
2657	GCA_001277175.1	Cronobacter universalis
2658	GCA_001277195.1	Cronobacter muytjensii
2659	GCA_001277215.2	Cronobacter malonaticus
2660	GCA_001277235.1	Cronobacter dublinensis subsp. dublinensis
2661	GCA_001277345.1	Paenibacillus solani
2662	GCA_001277805.1	Geobacillus stearothermophilus
2663	GCA_001277995.1	Corynebacterium deserti
2664	GCA_001278115.1	Flavobacterium akiainvivens
2665	GCA_001278535.1	Caballeronia cordobensis
2666	GCA_001278705.1	Bacillus gobiensis
2667	GCA_001280205.1	Clavibacter capsici
2668	GCA_001280255.1	Thermus aquaticus
2669	GCA_001280865.1	Polaribacter dokdonensis
2670	GCA_001281045.1	Spiroplasma cantharicola
2671	GCA_001281175.1	Lactobacillus apinorum
2672	GCA_001281265.1	Lactobacillus kunkeei
2673	GCA_001281385.1	Thioglobus singularis
2674	GCA_001281405.1	Bartonella ancashensis
2675	GCA_001281485.1	Altererythrobacter epoxidivorans
2676	GCA_001281525.1	Lysinibacillus macroides
2677	GCA_001282945.1	Helicobacter ailurogastricus
2678	GCA_001283065.1	Helicobacter heilmannii
2679	GCA_001293125.1	Lawsonella clevelandensis
2680	GCA_001293735.1	Lactobacillus gorillae
2681	GCA_001294335.1	Streptomyces chattanoogensis
2682	GCA_001294535.1	Pseudorhodobacter psychrotolerans
2683	GCA_001294575.1	Pseudomonas versuta
2684	GCA_001294745.1	Idiomarina zobellii
2685	GCA_001298465.1	Campylobacter concisus
2686	GCA_001302265.1	Streptococcus phocae subsp. phocae
2687	GCA_001302585.1	Kibdelosporangium phytohabitans
2688	GCA_001304695.1	Xanthomonas axonopodis
2689	GCA_001305595.1	Azospirillum thiophilum
2690	GCA_001305675.1	Gordonia phthalatica
2691	GCA_001305955.1	Pseudomonas viridiflava
2692	GCA_001306135.1	Herpetosiphon geysericola
2693	GCA_001307105.1	Bacillus australimaris
2694	GCA_001307195.1	Acinetobacter equi
2695	GCA_001307765.1	Aliiroseovarius crassostreae
2696	GCA_001307805.2	Lentibacillus amyloliquefaciens
2697	GCA_001310085.1	Rufibacter tibetensis
2698	GCA_001310225.1	Algibacter alginicilyticus
2699	GCA_001310855.1	Methylorubrum rhodinum
2700	GCA_001310895.1	Virgibacillus halodenitrificans
2701	GCA_001310955.1	Marinifilum fragile
2702	GCA_001311035.1	Mediterraneibacter glycyrrhizinilyticus
2703	GCA_001311375.1	Lactobacillus equigenerosi
2704	GCA_001311765.1	Lactobacillus equicursoris
2705	GCA_001311805.1	Lentibacillus juripiscarius
2706	GCA_001311865.1	Piscibacillus salipiscarius
2707	GCA_001311885.1	Syntrophomonas palmitatica
2708	GCA_001311985.1	Geobacter toluenoxydans
2709	GCA_001312005.1	Methylomonas koyamae
2710	GCA_001312325.1	Lysinibacillus pakistanensis
2711	GCA_001312505.1	Mediterraneibacter faecis
2712	GCA_001312525.1	Dysgonomonas hofstadii
2713	GCA_001312625.1	Aliivibrio fischeri
2714	GCA_001314065.1	Cellulomonas terrae
2715	GCA_001314325.1	Sphingopyxis macrogoltabida
2716	GCA_001314995.1	Bacteroides ovatus
2717	GCA_001315015.1	Azospirillum brasilense
2718	GCA_001315045.1	Bacillus wakoensis
2719	GCA_001315085.1	Bacillus akibai
2720	GCA_001315125.1	Paenibacillus pini
2721	GCA_001315165.1	Bacillus boroniphilus
2722	GCA_001315245.1	Cellulomonas persica
2723	GCA_001315265.1	Cellulomonas hominis
2724	GCA_001315345.1	Streptomyces albofaciens
2725	GCA_001315685.1	Kineosporia succinea
2726	GCA_001368795.1	Paenibacillus ihuae
2727	GCA_001373415.1	Paenibacillus dakarensis
2728	GCA_001375535.1	Bacillus niameyensis
2729	GCA_001375555.1	Numidum massiliense
2730	GCA_001375595.1	Phenylobacterium immobile
2731	GCA_001375655.1	Streptococcus varani
2732	GCA_001375675.1	Massilibacterium senegalense
2733	GCA_001399455.2	Vibrio bivalvicida
2734	GCA_001399675.1	Alicyclobacillus ferrooxydans
2735	GCA_001400735.1	Pseudomonas caricapapayae
2736	GCA_001401235.1	Pseudomonas coronafaciens
2737	GCA_001401285.1	Pseudomonas savastanoi
2738	GCA_001401755.1	Aquimarina longa
2739	GCA_001403615.1	Desnuesiella massiliensis
2740	GCA_001403755.1	Chryseobacterium senegalense
2741	GCA_001403775.1	Dermabacter indicis
2742	GCA_001403795.1	Jannaschia donghaensis
2743	GCA_001403875.1	Paenibacillus ihumii
2744	GCA_001404195.1	Phaeobacter italicus
2745	GCA_001404515.1	Labrenzia alba
2746	GCA_001406815.1	Roseburia faecis
2747	GCA_001408515.1	Jannaschia seosinensis
2748	GCA_001411475.1	Pseudomonas endophytica
2749	GCA_001411805.1	Burkholderia plantarii
2750	GCA_001412085.1	Corynebacterium lowii
2751	GCA_001412105.1	Corynebacterium oculi
2752	GCA_001413955.1	Flagellimonas eckloniae
2753	GCA_001414055.1	Caulobacter henricii
2754	GCA_001417815.1	Bifidobacterium aesculapii
2755	GCA_001418005.1	Chelatococcus sambhunathii
2756	GCA_001418015.1	Lacinutrix mariniflava
2757	GCA_001418035.1	Gulbenkiania indica
2758	GCA_001418085.1	Lacinutrix algicola
2759	GCA_001418105.1	Lacinutrix himadriensis
2760	GCA_001418125.1	Streptomyces almquistii
2761	GCA_001418135.1	Streptomyces aureus
2762	GCA_001418205.1	Marinomonas fungiae
2763	GCA_001418225.1	Pannonibacter indicus
2764	GCA_001418255.1	Thiomonas bhubaneswarensis
2765	GCA_001418325.1	Streptomyces atriruber
2766	GCA_001418335.1	Streptomyces aurantiacus
2767	GCA_001418345.1	Pseudidiomarina woesei
2768	GCA_001418385.1	Streptomyces alboniger
2769	GCA_001418415.1	Streptomyces hirsutus
2770	GCA_001418465.1	Streptomyces kanamyceticus
2771	GCA_001418495.1	Streptomyces pathocidini
2772	GCA_001418505.1	Streptomyces flocculus
2773	GCA_001418545.1	Streptomyces gibsonii
2774	GCA_001418565.1	Streptomyces graminilatus
2775	GCA_001418575.1	Streptacidiphilus griseoplanus
2776	GCA_001418625.1	Streptomyces luridiscabiei
2777	GCA_001418655.1	Streptomyces phaeochromogenes
2778	GCA_001418685.1	Apibacter mensalis
2779	GCA_001419685.1	Streptomyces puniciscabiei
2780	GCA_001419705.1	Streptomyces prasinus
2781	GCA_001419745.1	Streptomyces silaceus
2782	GCA_001420285.1	Chryseobacterium aquaticum
2783	GCA_001420595.1	Bacillus solani
2784	GCA_001420645.1	Bacillus plakortidis
2785	GCA_001420695.1	Brevibacillus choshinensis
2786	GCA_001420715.1	Bacillus shackletonii
2787	GCA_001421015.2	Paenibacillus bovis
2788	GCA_001431405.1	Pseudoxanthomonas dokdonensis
2789	GCA_001431415.1	Stenotrophomonas humi
2790	GCA_001431425.1	Stenotrophomonas nitritireducens
2791	GCA_001431465.1	Stenotrophomonas terrae
2792	GCA_001431485.1	Stenotrophomonas ginsengisoli
2793	GCA_001431505.1	Stenotrophomonas daejeonensis
2794	GCA_001431525.1	Stenotrophomonas koreensis
2795	GCA_001431535.1	Stenotrophomonas chelatiphaga
2796	GCA_001431585.1	Stenotrophomonas pictorum
2797	GCA_001431595.1	Stenotrophomonas acidaminiphila
2798	GCA_001431645.1	Stenotrophomonas panacihumi
2799	GCA_001431725.1	Halomonas huangheensis
2800	GCA_001433745.1	Lactobacillus zeae
2801	GCA_001433995.1	Lactobacillus kimchicus
2802	GCA_001434115.1	Lactobacillus zymae
2803	GCA_001434135.1	Lactobacillus kisonensis
2804	GCA_001434145.1	Lactobacillus otakiensis
2805	GCA_001434195.1	Lactobacillus kefiranofaciens subsp. kefirgranum
2806	GCA_001434225.1	Lactobacillus nagelii
2807	GCA_001434255.1	Lactobacillus diolivorans
2808	GCA_001434275.1	Lactobacillus mindensis
2809	GCA_001434295.1	Lactobacillus versmoldensis
2810	GCA_001434335.1	Lactobacillus kalixensis
2811	GCA_001434365.1	Lactobacillus gastricus
2812	GCA_001434395.1	Lactobacillus hammesii
2813	GCA_001434405.1	Lactobacillus apodemi
2814	GCA_001434455.1	Lactobacillus hayakitensis
2815	GCA_001434465.1	Lactobacillus oris
2816	GCA_001434475.1	Lactobacillus suebicus
2817	GCA_001434515.1	Lactobacillus hamsteri
2818	GCA_001434575.1	Lactobacillus bifermentans
2819	GCA_001434665.1	Lactobacillus tucceti
2820	GCA_001434695.1	Lactobacillus algidus
2821	GCA_001434705.1	Lactobacillus nasuensis
2822	GCA_001434785.1	Lactobacillus namurensis
2823	GCA_001434835.1	Lactobacillus acidifarinae
2824	GCA_001434845.1	Lactobacillus hordei
2825	GCA_001434895.1	Lactobacillus odoratitofui
2826	GCA_001434915.1	Lactobacillus capillatus
2827	GCA_001434935.1	Lactobacillus uvarum
2828	GCA_001434975.1	Lactobacillus gallinarum
2829	GCA_001434985.1	Lactobacillus paralimentarius
2830	GCA_001435015.1	Lactobacillus iners
2831	GCA_001435035.1	Lactobacillus manihotivorans
2832	GCA_001435065.1	Lactobacillus fuchuensis
2833	GCA_001435095.1	Lactobacillus spicheri
2834	GCA_001435115.1	Lactobacillus paracollinoides
2835	GCA_001435135.1	Lactobacillus rossiae
2836	GCA_001435155.1	Lactobacillus pantheris
2837	GCA_001435195.1	Lactobacillus satsumensis
2838	GCA_001435235.1	Lactobacillus ghanensis
2839	GCA_001435315.1	Lactobacillus parabuchneri
2840	GCA_001435325.1	Lactobacillus intestinalis
2841	GCA_001435345.1	Lactobacillus pontis
2842	GCA_001435375.1	Lactobacillus aviarius subsp. araffinosus
2843	GCA_001435395.1	Lactobacillus vini
2844	GCA_001435405.1	Lactobacillus rhamnosus
2845	GCA_001435445.1	Lactobacillus kimchii
2846	GCA_001435505.1	Lactobacillus futsaii
2847	GCA_001435525.1	Lactobacillus koreensis
2848	GCA_001435555.1	Lactobacillus nodensis
2849	GCA_001435575.1	Lactobacillus sunkii
2850	GCA_001435585.1	Lactobacillus perolens
2851	GCA_001435715.1	Lactobacillus sakei subsp. carnosus
2852	GCA_001435735.1	Lactobacillus equi
2853	GCA_001435775.1	Lactobacillus ingluviei
2854	GCA_001435815.1	Lactobacillus nantensis
2855	GCA_001435835.1	Lactobacillus concavus
2856	GCA_001435875.1	Lactobacillus farraginis
2857	GCA_001435895.1	Lactobacillus parafarraginis
2858	GCA_001435935.1	Lactobacillus panis
2859	GCA_001435975.1	Lactobacillus collinoides
2860	GCA_001435995.1	Lactobacillus ozensis
2861	GCA_001436015.1	Lactobacillus murinus
2862	GCA_001436025.1	Lactobacillus mucosae
